Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; Death Orb Speed
9 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
9 ; dungeonx
17 ; dungeony
4  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
1 ; Skeleton Speed
7 ; Mouther
1 ; Mouther Speed
6 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
10 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
The -e   are your friends.~~Gather -q   -t.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
0 ; Death Orb
0 ; Death Orb Speed
0 ; Skeleton
0 ; Skeleton Speed
0 ; Mouther
0 ; Mouther Speed
0 ; Brute
0 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
6 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
18 ; dungeony
5  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
2 ; Death Orb
1 ; Death Orb Speed
7 ; Skeleton
2 ; Skeleton Speed
7 ; Mouther
1 ; Mouther Speed
4 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
15 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
The -e   is your friend.
Title
1 ; GameType
1 ; Beholder
2 ; Beholder Speed
0 ; Death Orb
0 ; Death Orb Speed
9 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
4 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
15 ; dungeony
6  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c  -d).
Episode 1
2 ; GameType
2 ; Beholder
2 ; Beholder Speed
2 ; Death Orb
3 ; Death Orb Speed
6 ; Skeleton
2 ; Skeleton Speed
6 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
1 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
1 ; Thief
2 ; Thief Team
1 ; Thief Speed
1 ; Wizard
2 ; Wizard Team
1 ; Wizard Speed
17 ; dungeonx
16 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
1 ; Mouther Speed
2 ; Brute
5 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
17 ; dungeony
5  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
The -e   is your friend.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
9 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
3 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
17 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c).
Episode 1
2 ; GameType
4 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
2 ; Mouther Speed
2 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
3 ; Thief
2 ; Thief Team
1 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
17 ; dungeonx
13 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
2 ; Death Orb
1 ; Death Orb Speed
10 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
15 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
The -e   are your friends.~~Gather -q   -t.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
0 ; Death Orb
0 ; Death Orb Speed
0 ; Skeleton
0 ; Skeleton Speed
0 ; Mouther
0 ; Mouther Speed
0 ; Brute
0 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
8 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
18 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
2 ; Death Orb
1 ; Death Orb Speed
7 ; Skeleton
2 ; Skeleton Speed
7 ; Mouther
1 ; Mouther Speed
4 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
15 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c  -d).
Episode 1
2 ; GameType
2 ; Beholder
2 ; Beholder Speed
2 ; Death Orb
3 ; Death Orb Speed
6 ; Skeleton
2 ; Skeleton Speed
6 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
1 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
1 ; Thief
2 ; Thief Team
1 ; Thief Speed
1 ; Wizard
2 ; Wizard Team
1 ; Wizard Speed
17 ; dungeonx
16 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
1 ; Mouther Speed
2 ; Brute
5 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
17 ; dungeony
5  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
The -e   is your friend.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
9 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
3 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
17 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c).
Episode 1
2 ; GameType
4 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
2 ; Mouther Speed
2 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
3 ; Thief
2 ; Thief Team
1 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
17 ; dungeonx
13 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
2 ; Death Orb
1 ; Death Orb Speed
10 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
15 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
The -e   are your friends.~~Gather -q   -t.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
0 ; Death Orb
0 ; Death Orb Speed
0 ; Skeleton
0 ; Skeleton Speed
0 ; Mouther
0 ; Mouther Speed
0 ; Brute
0 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
8 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
18 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
2 ; Beholder
1 ; Beholder Speed
2 ; Death Orb
1 ; Death Orb Speed
7 ; Skeleton
2 ; Skeleton Speed
7 ; Mouther
1 ; Mouther Speed
4 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
15 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c  -d).
Episode 1
2 ; GameType
2 ; Beholder
2 ; Beholder Speed
2 ; Death Orb
3 ; Death Orb Speed
6 ; Skeleton
2 ; Skeleton Speed
6 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
1 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
1 ; Thief
2 ; Thief Team
1 ; Thief Speed
1 ; Wizard
2 ; Wizard Team
1 ; Wizard Speed
17 ; dungeonx
16 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
1 ; Mouther Speed
2 ; Brute
5 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
15 ; dungeonx
17 ; dungeony
5  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
The -e   is your friend.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
9 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
3 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
17 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find -p   and return it to -k   .~~Protect -u   from your enemies ( -c).
Episode 1
2 ; GameType
4 ; Beholder
2 ; Beholder Speed
1 ; Death Orb
1 ; Death Orb Speed
8 ; Skeleton
2 ; Skeleton Speed
9 ; Mouther
2 ; Mouther Speed
2 ; Brute
2 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
0 ; Cleric
0 ; CLeric Team
0 ; Cleric Speed
3 ; Thief
2 ; Thief Team
1 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
17 ; dungeonx
13 ; dungeony
7  ; dungeonlvl
0  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
The -e   are your friends.~~Gather -q   -t.
Title
1 ; GameType
0 ; Beholder
0 ; Beholder Speed
0 ; Death Orb
0 ; Death Orb Speed
0 ; Skeleton
0 ; Skeleton Speed
0 ; Mouther
0 ; Mouther Speed
0 ; Brute
0 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
8 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
18 ; dungeonx
18 ; dungeony
6  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
0 ; Thief
0 ; Thief Team
0 ; Thief Speed
0 ; Wizard
0 ; Wizard Team
0 ; Wizard Speed
19 ; dungeonx
19 ; dungeony
8  ; dungeonlvl
1  ; pits (0=off 1=on)
10 ; Max Pits
Find the -p   and return it to -k   .~~Collect -q   and -t   .
Episode 1
1 ; GameType
3 ; Beholder
1 ; Beholder Speed
3 ; Death Orb
1 ; Death Orb Speed
15 ; Skeleton
2 ; Skeleton Speed
8 ; Mouther
1 ; Mouther Speed
3 ; Brute
3 ; Brute Speed
0 ; Fighter
0 ; Fighter Team
0 ; Fighter Speed
5 ; Cleric
1 ; CLeric Team
1 ; Cleric Speed
